날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref,income_type,rule_id
2026-02-20,13:27,지출,생활,편의점,CU,-1300,KRW,신한 Deep Dream 체크,숙취해소용,P0001,P0001-T0093,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000043;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000043,,calib:생활/편의점
2026-02-19,22:37,지출,생활,편의점,CU 갈마동점,-1900,KRW,네이버페이 간편결제,,P0001,P0001-T0097,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00006,,calib:생활/편의점
2026-02-19,18:26,지출,생활,편의점,CU 탄방동점,-2900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0098,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000045;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000045,,calib:생활/편의점
2026-02-18,19:46,지출,생활,편의점,GS25 도마동점,-3900,KRW,토스 간편결제,공과금 납부,P0001,P0001-T0090,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00007,,calib:생활/편의점
2026-02-18,16:40,수입,근로소득,알바비,㈜한빛물류 용역비 지급,700000,KRW,하나핀크 생활통장,,P0001,P0001-T0064,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100023,알바비,income:알바비
2026-02-16,20:06,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0073,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100031;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100008,,savings:정기
2026-02-16,13:20,수입,금융수입,캐시백,생활요금 자동이체 캐시백,627,KRW,하나핀크 생활통장,,P0001,P0001-T0066,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100025,캐시백,income:캐시백
2026-02-16,09:54,지출,교통,택시,카카오T 택시,-18900,KRW,하나핀크 생활통장,,P0001,P0001-T0087,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100035,,calib:교통/택시
2026-02-15,16:07,지출,생활,편의점,GS25 가수원동점,-2450,KRW,신한 Deep Dream 체크,,P0001,P0001-T0100,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000046;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000046,,calib:생활/편의점
2026-02-14,22:35,지출,교육/학습,학원/강의,챗GPT 플러스,-84100,KRW,카카오페이 간편결제,,P0001,P0001-T0082,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00004,,triangular:학원/강의
2026-02-13,23:04,지출,생활,편의점,GS25 월평동점,-1000,KRW,토스 간편결제,,P0001,P0001-T0096,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00008,,calib:생활/편의점
2026-02-13,15:01,지출,생활,편의점,GS25 정림동점,-1800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0094,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000044;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000044,,calib:생활/편의점
2026-02-13,11:44,지출,생활,서비스구독,멜론,-4900,KRW,신한 Deep Dream 체크,친구랑 반반 나눠 결제,P0001,P0001-T0070,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000032;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000032,,fixed:구독
2026-02-12,19:27,지출,문화/여가,도서,월평동북카페,-9100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0085,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000037;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000037,,triangular:도서
2026-02-12,11:02,지출,문화/여가,도서,영풍문고,-23100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0081,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000035;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000035,,triangular:도서
2026-02-09,16:48,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0072,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100030;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100007,,savings:정기
2026-02-06,23:08,지출,교육/학습,학원/강의,이투스,-33400,KRW,하나핀크 생활통장,,P0001,P0001-T0076,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100034,,triangular:학원/강의
2026-02-06,09:08,지출,패션/쇼핑,패션,둔산동빈티지샵,-62200,KRW,신한 Deep Dream 체크,계절 옷 정리,P0001,P0001-T0086,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000038;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000038,,triangular:패션
2026-02-05,16:37,지출,생활,편의점,CU 탄방동점,-3800,KRW,토스 간편결제,현금 인출 대신 결제,P0001,P0001-T0099,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00009,,calib:생활/편의점
2026-02-05,15:41,수입,금융수입,캐시백,커피 멤버십 적립,704,KRW,하나핀크 생활통장,,P0001,P0001-T0067,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100026,캐시백,income:캐시백
2026-02-05,12:28,수입,기타수입,용돈,가족 지원금,500000,KRW,하나핀크 생활통장,,P0001,P0001-T0063,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100022,용돈,income:용돈
2026-02-04,15:41,지출,문화/여가,도서,갈마동책방,-35200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0078,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000034;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000034,,triangular:도서
2026-02-03,23:29,지출,생활,편의점,CU,-1700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0091,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000041;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000041,,calib:생활/편의점
2026-02-03,19:23,지출,교통,택시,탄방동콜택시,-17209,KRW,신한 Deep Dream 체크,,P0001,P0001-T0088,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000039;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000039,,calib:교통/택시
2026-02-03,12:11,지출,문화/여가,도서,월평동책방,-21200,KRW,네이버페이 간편결제,,P0001,P0001-T0083,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00004,,triangular:도서
2026-02-03,11:48,지출,생활,편의점,GS25 갈마동점,-3800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0089,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000040;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000040,,calib:생활/편의점
2026-02-02,13:21,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0071,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100029;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100006,,savings:정기
2026-01-31,19:06,지출,문화/여가,도서,가수원동북카페,-29000,KRW,신한 Deep Dream 체크,소설 힐링용,P0001,P0001-T0024,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000007;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000007,,triangular:도서
2026-01-30,23:21,수입,금융수입,캐시백,어피치 스윗 체크카드 이벤트리워드,178,KRW,하나핀크 생활통장,,P0001,P0001-T0003,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100003,캐시백,income:캐시백
2026-01-30,22:09,지출,온라인쇼핑,인터넷쇼핑,카카오스타일,-25600,KRW,토스 간편결제,,P0001,P0001-T0054,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00004,,calib:온라인쇼핑/인터넷쇼핑
2026-01-29,20:42,지출,온라인쇼핑,인터넷쇼핑,롯데닷컴,-7071,KRW,신한 Deep Dream 체크,,P0001,P0001-T0062,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000031;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000031,,calib:온라인쇼핑/인터넷쇼핑
2026-01-29,20:36,지출,교육/학습,학원/강의,도마동음악학원,-29200,KRW,하나핀크 생활통장,,P0001,P0001-T0020,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100014,,triangular:학원/강의
2026-01-29,18:33,지출,교통,대중교통,레일플러스,-10400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0044,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000020;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000020,,calib:교통/대중교통
2026-01-28,09:59,이체,저축,예적금/청약,비상금 이체,-30000,KRW,하나핀크 생활통장,,P0001,P0001-T0013,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100012;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100005,,savings:비상금
2026-01-27,20:34,지출,온라인쇼핑,인터넷쇼핑,지그재그,-26600,KRW,카카오페이 간편결제,생필품 정기구매,P0001,P0001-T0059,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00003,,calib:온라인쇼핑/인터넷쇼핑
2026-01-27,09:57,지출,교통,대중교통,도마동 마을버스,-4500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0026,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000008;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000008,,calib:교통/대중교통
2026-01-26,23:11,지출,교육/학습,학원/강의,둔산동영어학원,-76000,KRW,하나핀크 생활통장,,P0001,P0001-T0023,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100015,,triangular:학원/강의
2026-01-26,22:18,지출,온라인쇼핑,인터넷쇼핑,에이블리,-12000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0060,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000029;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000029,,calib:온라인쇼핑/인터넷쇼핑
2026-01-26,20:18,지출,교육/학습,학원/강의,야나두,-49100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0014,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000002;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000002,,triangular:학원/강의
2026-01-26,19:58,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0012,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100011;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100004,,savings:정기
2026-01-26,11:44,지출,문화/여가,도서,탄방동책방,-18000,KRW,신한 Deep Dream 체크,아이 그림책 선물,P0001,P0001-T0017,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000004;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000004,,triangular:도서
2026-01-25,09:56,지출,생활,통신,월평동알뜰폰샵,-20000,KRW,하나핀크 생활통장,,P0001,P0001-T0007,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100007,,fixed:통신
2026-01-25,09:51,지출,주거,월세/관리비,탄방동 아파트 관리비,-230000,KRW,하나핀크 생활통장,,P0001,P0001-T0006,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100006,,fixed:월세관리비
2026-01-24,22:42,지출,교통,대중교통,캐시비,-5100,KRW,하나핀크 생활통장,,P0001,P0001-T0039,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100018,,calib:교통/대중교통
2026-01-24,18:43,지출,패션/쇼핑,패션,슈마커,-42200,KRW,하나핀크 생활통장,,P0001,P0001-T0018,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100013,,triangular:패션
2026-01-21,22:36,지출,문화/여가,도서,갈마동책방,-21500,KRW,신한 Deep Dream 체크,독서모임 선정도서,P0001,P0001-T0022,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000006;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000006,,triangular:도서
2026-01-21,22:23,지출,교통,대중교통,레일플러스,-6000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0042,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000018;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000018,,calib:교통/대중교통
2026-01-21,12:45,지출,온라인쇼핑,인터넷쇼핑,무신사 아울렛,-26800,KRW,카카오페이 간편결제,,P0001,P0001-T0055,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00002,,calib:온라인쇼핑/인터넷쇼핑
2026-01-21,09:17,수입,금융수입,캐시백,프렌즈 체크카드 청구할인,734,KRW,하나핀크 생활통장,,P0001,P0001-T0005,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100005,캐시백,income:캐시백
2026-01-20,18:05,지출,교통,대중교통,가수원동 마을버스,-1700,KRW,토스 간편결제,,P0001,P0001-T0031,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00003,,calib:교통/대중교통
2026-01-20,12:51,지출,교육/학습,학원/강의,스카이에듀,-59000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0019,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000005;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000005,,triangular:학원/강의
2026-01-19,21:36,지출,온라인쇼핑,인터넷쇼핑,네이버 스마트스토어,-13100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0061,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000030;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000030,,calib:온라인쇼핑/인터넷쇼핑
2026-01-19,20:26,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,자동이체 저축,P0001,P0001-T0011,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100010;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100003,,savings:정기
2026-01-19,18:29,지출,교통,대중교통,관저동 마을버스,-8400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0037,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000014;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000014,,calib:교통/대중교통
2026-01-19,08:27,지출,교통,대중교통,관저동 마을버스,-9100,KRW,네이버페이 간편결제,,P0001,P0001-T0034,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00001;efinance/전금-004-네이버페이_머니.json#WP000100001,,calib:교통/대중교통
2026-01-18,21:49,수입,근로소득,알바비,㈜이든미디어 용역비 지급,700000,KRW,하나핀크 생활통장,계약직 급여 입금,P0001,P0001-T0002,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100002,알바비,income:알바비
2026-01-17,12:24,지출,온라인쇼핑,인터넷쇼핑,인터파크쇼핑,-23900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0053,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000026;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000026,,calib:온라인쇼핑/인터넷쇼핑
2026-01-17,09:24,지출,교통,대중교통,알뜰교통카드,-10100,KRW,토스 간편결제,,P0001,P0001-T0025,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00002,,calib:교통/대중교통
2026-01-17,08:55,지출,교통,대중교통,탄방동 마을버스,-2000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0049,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000023;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000023,,calib:교통/대중교통
2026-01-16,22:03,지출,교통,대중교통,기후동행카드,-4100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0036,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000013;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000013,,calib:교통/대중교통
2026-01-16,20:55,지출,온라인쇼핑,인터넷쇼핑,텐바이텐,-22200,KRW,하나핀크 생활통장,부모님 생신선물,P0001,P0001-T0056,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100021,,calib:온라인쇼핑/인터넷쇼핑
2026-01-16,10:20,지출,뷰티/미용,화장품,설화수,-17100,KRW,카카오페이 간편결제,,P0001,P0001-T0021,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00001,,triangular:화장품
2026-01-14,22:12,지출,교통,대중교통,모바일티머니,-7400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0028,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000009;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000009,,calib:교통/대중교통
2026-01-14,17:23,지출,뷰티/미용,화장품,올리브영,-17600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0015,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000003;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000003,,triangular:화장품
2026-01-14,08:43,지출,교통,대중교통,가수원동 마을버스,-7900,KRW,신한 Deep Dream 체크,정기권 충전,P0001,P0001-T0046,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000022;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000022,,calib:교통/대중교통
2026-01-13,22:23,지출,교통,대중교통,관저동 마을버스,-6700,KRW,신한 Deep Dream 체크,주말 나들이,P0001,P0001-T0045,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000021;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000021,,calib:교통/대중교통
2026-01-13,19:20,지출,교통,대중교통,관저동 마을버스,-5400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0050,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000024;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000024,,calib:교통/대중교통
2026-01-13,12:46,지출,생활,서비스구독,멜론,-4900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0008,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000001;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000001,,fixed:구독
2026-01-13,09:36,지출,교통,대중교통,정림동 마을버스,-1900,KRW,신한 Deep Dream 체크,주말 나들이,P0001,P0001-T0043,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000019;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000019,,calib:교통/대중교통
2026-01-12,18:59,지출,교통,대중교통,원패스,-1800,KRW,네이버페이 간편결제,,P0001,P0001-T0035,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00002,,calib:교통/대중교통
2026-01-12,10:29,수입,금융수입,캐시백,KB 청춘대로 체크카드 이벤트리워드,749,KRW,하나핀크 생활통장,,P0001,P0001-T0004,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100004,캐시백,income:캐시백
2026-01-12,08:44,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0010,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100009;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100002,,savings:정기
2026-01-10,12:40,지출,온라인쇼핑,인터넷쇼핑,트렌비,-26800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0057,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000027;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000027,,calib:온라인쇼핑/인터넷쇼핑
2026-01-09,23:23,지출,교통,대중교통,탄방동 마을버스,-6600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0030,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000011;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000011,,calib:교통/대중교통
2026-01-09,08:34,지출,교통,대중교통,캐시비,-8100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0029,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000010;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000010,,calib:교통/대중교통
2026-01-08,23:40,지출,교통,대중교통,알뜰교통카드,-4700,KRW,하나핀크 생활통장,,P0001,P0001-T0047,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100019,,calib:교통/대중교통
2026-01-07,22:28,지출,교통,대중교통,월평동 마을버스,-5100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0051,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000025;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000025,,calib:교통/대중교통
2026-01-07,19:49,지출,교통,대중교통,알뜰교통카드,-10900,KRW,하나핀크 생활통장,환승 실패로 재승차,P0001,P0001-T0048,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100020,,calib:교통/대중교통
2026-01-06,23:04,지출,교통,대중교통,대전교통공사,-5900,KRW,하나핀크 생활통장,,P0001,P0001-T0032,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100017,,calib:교통/대중교통
2026-01-05,16:18,수입,기타수입,용돈,부모님 용돈,500000,KRW,하나핀크 생활통장,,P0001,P0001-T0001,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100001,용돈,income:용돈
2026-01-05,14:18,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,연말정산용 청약저축,P0001,P0001-T0009,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100008;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100001,,savings:정기
2026-01-05,07:11,지출,교통,대중교통,월평동 마을버스,-3100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0033,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000012;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000012,,calib:교통/대중교통
2026-01-04,23:12,지출,교통,대중교통,알뜰교통카드,-9800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0041,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000017;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000017,,calib:교통/대중교통
2026-01-04,22:56,지출,교통,대중교통,대전교통공사,-5952,KRW,네이버페이 간편결제,정기권 충전,P0001,P0001-T0052,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00003;efinance/전금-004-네이버페이_머니.json#WP000100002,,calib:교통/대중교통
2026-01-03,23:02,지출,교통,대중교통,대전교통공사,-11100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0040,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000016;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000016,,calib:교통/대중교통
2026-01-03,22:06,지출,온라인쇼핑,인터넷쇼핑,무신사 뷰티,-19400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0058,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000028;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000028,,calib:온라인쇼핑/인터넷쇼핑
2026-01-03,14:16,지출,패션/쇼핑,패션,스파오,-32300,KRW,토스 간편결제,,P0001,P0001-T0016,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00001,,triangular:패션
2026-01-01,22:40,지출,교통,대중교통,모바일티머니,-9700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0038,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000015;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000015,,calib:교통/대중교통
2026-01-01,09:49,지출,교통,대중교통,티머니,-5000,KRW,하나핀크 생활통장,,P0001,P0001-T0027,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100016,,calib:교통/대중교통
